TableS4. Integrated SFTSV sequences for Strains annottated for all the three segments information,,,,,,,,,,,,,,,,,,
accession_L,length_L,collection_date_L,host_L,strain,country_original_L,segment_L,accession_M,length_M,collection_date_M,host_M,country_original_M,segment_M,accession_S,length,collection_date,host,country_original,segment
OM453485,6368,1/1/2020,Homo sapiens,20-China_Henan-183,China: Henan,L,OM452806,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452107,1744,43831,Homo sapiens,China: Henan,S
OM453486,6368,1/1/2020,Homo sapiens,20-China_Henan-189,China: Henan,L,OM452807,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452108,1744,43831,Homo sapiens,China: Henan,S
OM453487,6368,1/1/2020,Homo sapiens,20-China_Henan-190,China: Henan,L,OM452808,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452109,1744,43831,Homo sapiens,China: Henan,S
OM453489,6368,1/1/2020,Homo sapiens,20-China_Henan-192,China: Henan,L,OM452810,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452111,1744,43831,Homo sapiens,China: Henan,S
OM453490,6368,1/1/2020,Homo sapiens,20-China_Henan-198,China: Henan,L,OM452811,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452112,1744,43831,Homo sapiens,China: Henan,S
OM453491,6368,1/1/2020,Homo sapiens,20-China_Henan-20,China: Henan,L,OM452812,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452113,1744,43831,Homo sapiens,China: Henan,S
OM453492,6368,1/1/2020,Homo sapiens,20-China_Henan-200,China: Henan,L,OM452813,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452114,1744,43831,Homo sapiens,China: Henan,S
OM453494,6368,1/1/2020,Homo sapiens,20-China_Henan-203,China: Henan,L,OM452815,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452116,1744,43831,Homo sapiens,China: Henan,S
OM453495,6368,1/1/2020,Homo sapiens,20-China_Henan-209,China: Henan,L,OM452816,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452117,1744,43831,Homo sapiens,China: Henan,S
OM453496,6368,1/1/2020,Homo sapiens,20-China_Henan-210,China: Henan,L,OM452817,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452118,1744,43831,Homo sapiens,China: Henan,S
OM453497,6368,1/1/2020,Homo sapiens,20-China_Henan-211,China: Henan,L,OM452818,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452119,1744,43831,Homo sapiens,China: Henan,S
OM453498,6368,1/1/2020,Homo sapiens,20-China_Henan-215,China: Henan,L,OM452819,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452120,1744,43831,Homo sapiens,China: Henan,S
OM453499,6368,1/1/2020,Homo sapiens,20-China_Henan-219,China: Henan,L,OM452820,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452121,1744,43831,Homo sapiens,China: Henan,S
OM453500,6368,1/1/2020,Homo sapiens,20-China_Henan-222,China: Henan,L,OM452821,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452122,1744,43831,Homo sapiens,China: Henan,S
OM453501,6368,1/1/2020,Homo sapiens,20-China_Henan-223,China: Henan,L,OM452822,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452123,1744,43831,Homo sapiens,China: Henan,S
OM453503,6368,1/1/2020,Homo sapiens,20-China_Henan-230,China: Henan,L,OM452824,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452125,1744,43831,Homo sapiens,China: Henan,S
OM453505,6368,1/1/2020,Homo sapiens,20-China_Henan-234,China: Henan,L,OM452826,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452127,1744,43831,Homo sapiens,China: Henan,S
OM453506,6368,1/1/2020,Homo sapiens,20-China_Henan-236,China: Henan,L,OM452827,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452128,1744,43831,Homo sapiens,China: Henan,S
OM453507,6368,1/1/2020,Homo sapiens,20-China_Henan-238,China: Henan,L,OM452828,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452129,1744,43831,Homo sapiens,China: Henan,S
OM453508,6368,1/1/2020,Homo sapiens,20-China_Henan-24,China: Henan,L,OM452829,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452130,1744,43831,Homo sapiens,China: Henan,S
OM453510,6368,1/1/2020,Homo sapiens,20-China_Henan-244,China: Henan,L,OM452831,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452132,1744,43831,Homo sapiens,China: Henan,S
OM453511,6368,1/1/2020,Homo sapiens,20-China_Henan-246,China: Henan,L,OM452832,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452133,1744,43831,Homo sapiens,China: Henan,S
OM453512,6368,1/1/2020,Homo sapiens,20-China_Henan-249,China: Henan,L,OM452833,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452134,1744,43831,Homo sapiens,China: Henan,S
OM453513,6368,1/1/2020,Homo sapiens,20-China_Henan-252,China: Henan,L,OM452834,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452135,1744,43831,Homo sapiens,China: Henan,S
OM453514,6368,1/1/2020,Homo sapiens,20-China_Henan-254,China: Henan,L,OM452835,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452136,1744,43831,Homo sapiens,China: Henan,S
OM453515,6368,1/1/2020,Homo sapiens,20-China_Henan-255,China: Henan,L,OM452836,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452137,1744,43831,Homo sapiens,China: Henan,S
OM453516,6368,1/1/2020,Homo sapiens,20-China_Henan-28,China: Henan,L,OM452837,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452138,1744,43831,Homo sapiens,China: Henan,S
OM453517,6368,1/1/2020,Homo sapiens,20-China_Henan-3,China: Henan,L,OM452838,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452139,1744,43831,Homo sapiens,China: Henan,S
OM453518,6368,1/1/2020,Homo sapiens,20-China_Henan-37,China: Henan,L,OM452839,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452140,1744,43831,Homo sapiens,China: Henan,S
OM453519,6368,1/1/2020,Homo sapiens,20-China_Henan-4,China: Henan,L,OM452840,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452141,1744,43831,Homo sapiens,China: Henan,S
OM453520,6368,1/1/2020,Homo sapiens,20-China_Henan-40,China: Henan,L,OM452841,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452142,1744,43831,Homo sapiens,China: Henan,S
OM453521,6368,1/1/2020,Homo sapiens,20-China_Henan-41,China: Henan,L,OM452842,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452143,1744,43831,Homo sapiens,China: Henan,S
OM453522,6368,1/1/2020,Homo sapiens,20-China_Henan-42,China: Henan,L,OM452843,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452144,1744,43831,Homo sapiens,China: Henan,S
OM453523,6368,1/1/2020,Homo sapiens,20-China_Henan-43,China: Henan,L,OM452844,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452145,1744,43831,Homo sapiens,China: Henan,S
OM453524,6368,1/1/2020,Homo sapiens,20-China_Henan-48,China: Henan,L,OM452845,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452146,1744,43831,Homo sapiens,China: Henan,S
OM453525,6368,1/1/2020,Homo sapiens,20-China_Henan-49,China: Henan,L,OM452846,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452147,1744,43831,Homo sapiens,China: Henan,S
OM453526,6368,1/1/2020,Homo sapiens,20-China_Henan-51,China: Henan,L,OM452847,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452148,1744,43831,Homo sapiens,China: Henan,S
OM453528,6368,1/1/2020,Homo sapiens,20-China_Henan-59,China: Henan,L,OM452849,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452150,1744,43831,Homo sapiens,China: Henan,S
OM453529,6368,1/1/2020,Homo sapiens,20-China_Henan-61,China: Henan,L,OM452850,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452151,1744,43831,Homo sapiens,China: Henan,S
OM453530,6368,1/1/2020,Homo sapiens,20-China_Henan-65,China: Henan,L,OM452851,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452152,1744,43831,Homo sapiens,China: Henan,S
OM453531,6368,1/1/2020,Homo sapiens,20-China_Henan-67,China: Henan,L,OM452852,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452153,1744,43831,Homo sapiens,China: Henan,S
OM453532,6368,1/1/2020,Homo sapiens,20-China_Henan-73,China: Henan,L,OM452853,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452154,1744,43831,Homo sapiens,China: Henan,S
OM453533,6368,1/1/2020,Homo sapiens,20-China_Henan-75,China: Henan,L,OM452854,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452155,1744,43831,Homo sapiens,China: Henan,S
OM453534,6368,1/1/2020,Homo sapiens,20-China_Henan-77,China: Henan,L,OM452855,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452156,1744,43831,Homo sapiens,China: Henan,S
OM453535,6368,1/1/2020,Homo sapiens,20-China_Henan-78,China: Henan,L,OM452856,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452157,1744,43831,Homo sapiens,China: Henan,S
OM453536,6368,1/1/2020,Homo sapiens,20-China_Henan-81,China: Henan,L,OM452857,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452158,1744,43831,Homo sapiens,China: Henan,S
OM453537,6368,1/1/2020,Homo sapiens,20-China_Henan-86,China: Henan,L,OM452858,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452159,1744,43831,Homo sapiens,China: Henan,S
OM453538,6368,1/1/2020,Homo sapiens,20-China_Henan-88,China: Henan,L,OM452859,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452160,1744,43831,Homo sapiens,China: Henan,S
OM453539,6368,1/1/2020,Homo sapiens,20-China_Henan-90,China: Henan,L,OM452860,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452161,1744,43831,Homo sapiens,China: Henan,S
OM453541,6368,1/1/2020,Homo sapiens,20-China_Henan-93,China: Henan,L,OM452862,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452163,1744,43831,Homo sapiens,China: Henan,S
OM453542,6368,1/1/2020,Homo sapiens,20-China_Henan-99,China: Henan,L,OM452863,3378,1/1/2020,Homo sapiens,China: Henan,M,OM452164,1744,43831,Homo sapiens,China: Henan,S
OM453455,6368,1/1/2020,Homo sapiens,20-China_Hubei-116,China: Hubei,L,OM452776,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452077,1744,43831,Homo sapiens,China: Hubei,S
OM453469,6368,1/1/2020,Homo sapiens,20-China_Hubei-143,China: Hubei,L,OM452790,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452091,1744,43831,Homo sapiens,China: Hubei,S
OM453488,6368,1/1/2020,Homo sapiens,20-China_Hubei-191,China: Hubei,L,OM452809,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452110,1744,43831,Homo sapiens,China: Hubei,S
OM453493,6368,1/1/2020,Homo sapiens,20-China_Hubei-201,China: Hubei,L,OM452814,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452115,1744,43831,Homo sapiens,China: Hubei,S
OM453502,6368,1/1/2020,Homo sapiens,20-China_Hubei-228,China: Hubei,L,OM452823,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452124,1744,43831,Homo sapiens,China: Hubei,S
OM453504,6368,1/1/2020,Homo sapiens,20-China_Hubei-233,China: Hubei,L,OM452825,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452126,1744,43831,Homo sapiens,China: Hubei,S
OM453509,6368,1/1/2020,Homo sapiens,20-China_Hubei-240,China: Hubei,L,OM452830,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452131,1744,43831,Homo sapiens,China: Hubei,S
OM453527,6368,1/1/2020,Homo sapiens,20-China_Hubei-54,China: Hubei,L,OM452848,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452149,1744,43831,Homo sapiens,China: Hubei,S
OM453540,6368,1/1/2020,Homo sapiens,20-China_Hubei-92,China: Hubei,L,OM452861,3378,1/1/2020,Homo sapiens,China: Hubei,M,OM452162,1744,43831,Homo sapiens,China: Hubei,S
OM453449,6368,1/1/2020,Homo sapiens,20-China_Jiangxi-104,China: Jiangxi,L,OM452770,3378,1/1/2020,Homo sapiens,China: Jiangxi,M,OM452071,1744,43831,Homo sapiens,China: Jiangxi,S
MZ773019,6368,6/12/2020,Homo sapiens,20ZJTZ01,China: Zhejiang,L,MZ773034,3378,6/12/2020,Homo sapiens,China: Zhejiang,M,MZ773049,1744,43994,Homo sapiens,China: Zhejiang,S
MZ773018,6368,6/12/2020,Homo sapiens,20ZJTZ02,China: Zhejiang,L,MZ773033,3378,6/12/2020,Homo sapiens,China: Zhejiang,M,MZ773048,1744,43994,Homo sapiens,China: Zhejiang,S
MZ773029,6368,6/11/2020,Homo sapiens,20ZJTZ03,China: Zhejiang,L,MZ773044,3378,6/11/2020,Homo sapiens,China: Zhejiang,M,MZ773059,1744,43993,Homo sapiens,China: Zhejiang,S
MZ773028,6368,6/9/2020,Homo sapiens,20ZJTZ04,China: Zhejiang,L,MZ773043,3378,6/9/2020,Homo sapiens,China: Zhejiang,M,MZ773058,1744,43991,Homo sapiens,China: Zhejiang,S
MZ773027,6368,5/31/2020,Homo sapiens,20ZJTZ05,China: Zhejiang,L,MZ773042,3378,5/31/2020,Homo sapiens,China: Zhejiang,M,MZ773057,1744,43982,Homo sapiens,China: Zhejiang,S
MZ773026,6368,5/5/2020,Homo sapiens,20ZJTZ06,China: Zhejiang,L,MZ773041,3378,5/5/2020,Homo sapiens,China: Zhejiang,M,MZ773056,1744,43956,Homo sapiens,China: Zhejiang,S
MZ773025,6368,5/3/2020,Homo sapiens,20ZJTZ07,China: Zhejiang,L,MZ773040,3378,5/3/2020,Homo sapiens,China: Zhejiang,M,MZ773055,1744,43954,Homo sapiens,China: Zhejiang,S
MZ773024,6368,4/9/2020,Homo sapiens,20ZJTZ08,China: Zhejiang,L,MZ773039,3378,4/9/2020,Homo sapiens,China: Zhejiang,M,MZ773054,1744,43930,Homo sapiens,China: Zhejiang,S
MZ773023,6368,4/8/2020,Homo sapiens,20ZJTZ09,China: Zhejiang,L,MZ773038,3378,4/8/2020,Homo sapiens,China: Zhejiang,M,MZ773053,1744,43929,Homo sapiens,China: Zhejiang,S
MZ773022,6368,4/8/2020,Homo sapiens,20ZJTZ10,China: Zhejiang,L,MZ773037,3378,4/8/2020,Homo sapiens,China: Zhejiang,M,MZ773052,1744,43929,Homo sapiens,China: Zhejiang,S
MZ773021,6368,8/26/2020,Homo sapiens,20ZJTZ11,China: Zhejiang,L,MZ773036,3378,8/26/2020,Homo sapiens,China: Zhejiang,M,MZ773051,1744,44069,Homo sapiens,China: Zhejiang,S
MZ773020,6368,1/1/2020,Homo sapiens,20ZJTZ12,China: Zhejiang,L,MZ773035,3378,1/1/2020,Homo sapiens,China: Zhejiang,M,MZ773050,1744,43831,Homo sapiens,China: Zhejiang,S
MZ773017,6368,7/23/2020,Homo sapiens,20ZJTZ13,China: Zhejiang,L,MZ773032,3378,7/23/2020,Homo sapiens,China: Zhejiang,M,MZ773045,1744,44035,Homo sapiens,China: Zhejiang,S
MZ773016,6368,7/5/2020,Homo sapiens,20ZJTZ14,China: Zhejiang,L,MZ773031,3378,7/5/2020,Homo sapiens,China: Zhejiang,M,MZ773047,1744,44017,Homo sapiens,China: Zhejiang,S
MZ773015,6368,7/5/2020,Homo sapiens,20ZJTZ15,China: Zhejiang,L,MZ773030,3378,7/5/2020,Homo sapiens,China: Zhejiang,M,MZ773046,1744,44017,Homo sapiens,China: Zhejiang,S
ON402247,6368,1/1/2022,Homo sapiens,22-China_Henan-13,China: Henan,L,ON402253,3378,1/1/2022,Homo sapiens,China: Henan,M,ON402259,1744,44562,Homo sapiens,China: Henan,S
ON402248,6368,1/1/2022,Homo sapiens,22-China_Henan-14,China: Henan,L,ON402254,3378,1/1/2022,Homo sapiens,China: Henan,M,ON402260,1744,44562,Homo sapiens,China: Henan,S
ON402249,6368,1/1/2022,Homo sapiens,22-China_Henan-16,China: Henan,L,ON402255,3378,1/1/2022,Homo sapiens,China: Henan,M,ON402261,1744,44562,Homo sapiens,China: Henan,S
ON402250,6368,1/1/2022,Homo sapiens,22-China_Henan-18,China: Henan,L,ON402256,3378,1/1/2022,Homo sapiens,China: Henan,M,ON402262,1744,44562,Homo sapiens,China: Henan,S
ON402251,6368,1/1/2022,Homo sapiens,22-China_Henan-20,China: Henan,L,ON402257,3378,1/1/2022,Homo sapiens,China: Henan,M,ON402263,1744,44562,Homo sapiens,China: Henan,S
ON402252,6368,1/1/2022,Homo sapiens,22-China_Henan-326,China: Henan,L,ON402258,3378,1/1/2022,Homo sapiens,China: Henan,M,ON402264,1744,44562,Homo sapiens,China: Henan,S
LC536556,6368,3/1/2016,Haemaphysalis formosensis,A17,Japan: Miyazaki,L,LC536546,3378,3/1/2016,Haemaphysalis formosensis,Japan: Miyazaki,M,LC536536,1746,42430,Haemaphysalis formosensis,Japan: Miyazaki,S
MT683683,6368,8/14/2017,Homo sapiens,AFMC_17-1,South Korea,L,MT683684,3378,8/14/2017,Homo sapiens,South Korea,M,MT683685,1746,42961,Homo sapiens,South Korea,S
JQ670934,6368,6/13/2011,Homo sapiens,AHL/China/2011,China,L,JQ670930,3378,6/13/2011,Homo sapiens,China,M,JQ670932,1744,40707,Homo sapiens,China,S
KR017830,6368,5/26/2012,Homo sapiens,AH-YTY/China/05/2012,China,L,KR017849,3378,5/26/2012,Homo sapiens,China,M,KR017811,1724,41055,Homo sapiens,China,S
MT522608,6368,3/31/2020,Homo sapiens,AHZ/2020-01,China,L,MT522609,3378,3/31/2020,Homo sapiens,China,M,MT559337,1744,43921,Homo sapiens,China,S
JQ670929,6368,7/5/2011,Homo sapiens,AHZ/China/2011,China,L,JQ670931,3378,7/5/2011,Homo sapiens,China,M,JQ670933,1744,40729,Homo sapiens,China,S
MF045953,6368,4/12/2016,Homo sapiens,BL136,China: Henan,L,MF045959,3378,4/12/2016,Homo sapiens,China: Henan,M,MF045968,1773,42472,Homo sapiens,China: Henan,S
MF045948,6368,4/12/2016,Homo sapiens,BL282,China: Henan,L,MF045956,3378,4/12/2016,Homo sapiens,China: Henan,M,MF045962,1773,42472,Homo sapiens,China: Henan,S
LC462235,6368,8/15/2018,Felis catus,Cat/Miyazaki/2018,Japan: Miyazaki,L,LC462232,3378,8/15/2018,Felis catus,Japan: Miyazaki,M,LC462229,1746,43327,Felis casus,Japan: Miyazaki,S
KY789433,6368,7/24/2014,Homo sapiens,CB1,South Korea,L,KY789436,3378,7/24/2014,Homo sapiens,South Korea,M,KY789439,1746,41844,Homo sapiens,South Korea,S
KY789434,6368,7/20/2015,Homo sapiens,CB2,South Korea,L,KY789437,3378,7/20/2015,Homo sapiens,South Korea,M,KY789440,1746,42205,Homo sapiens,South Korea,S
KY789435,6368,10/24/2016,Homo sapiens,CB3,South Korea,L,KY789438,3378,10/24/2016,Homo sapiens,South Korea,M,KY789441,1746,42667,Homo sapiens,South Korea,S
MZ501595,6368,10/16/2018,dog,CBCB01,South Korea,L,MZ501596,3378,10/16/2018,dog,South Korea,M,MZ501597,1746,43389,dog,South Korea,S
MH937374,6368,5/1/2017,Homo sapiens,CUK-JJ01,South Korea,L,MH937373,3378,5/1/2017,Homo sapiens,South Korea,M,MH937372,1744,42856,Homo sapiens,South Korea,S
MH464252,6368,1/1/2016,dog,Dog22,South Korea,L,MH464251,3378,1/1/2016,dog,South Korea,M,KY968712,1746,42370,dog,South Korea,S
KR698345,6368,1/1/2013,Homo sapiens,DS02/CHN/2013,China,L,KR698332,3378,1/1/2013,Homo sapiens,China,M,KR698319,1744,41275,Homo sapiens,China,S
KR698346,6368,1/1/2013,Homo sapiens,DS03/CHN/2013,China,L,KR698333,3378,1/1/2013,Homo sapiens,China,M,KR698320,1744,41275,Homo sapiens,China,S
KR698347,6368,1/1/2013,Homo sapiens,DS04/CHN/2013,China,L,KR698334,3378,1/1/2013,Homo sapiens,China,M,KR698321,1744,41275,Homo sapiens,China,S
KR698348,6368,1/1/2013,Homo sapiens,DS05/CHN/2013,China,L,KR698335,3378,1/1/2013,Homo sapiens,China,M,KR698322,1744,41275,Homo sapiens,China,S
KF358691,6368,8/10/2012,Homo sapiens,Gangwon/Korea/2012,South Korea,L,KF358692,3378,8/10/2012,Homo sapiens,South Korea,M,KF358693,1746,41131,Homo sapiens,South Korea,S
MF045954,6368,6/15/2016,tick,GP1,China: Henan,L,MF045961,3378,6/15/2016,Homo sapiens,China: Henan,M,MF045967,1773,42536,Tick,China: Henan,S
LC462236,6368,8/27/2018,Homo sapiens,H9/Miyazaki/2018,Japan: Miyazaki,L,LC462233,3378,8/27/2018,Homo sapiens,Japan: Miyazaki,M,LC462230,1746,43339,Homo sapiens,Japan: Miyazaki,S
JQ733561,6368,8/4/2011,Homo sapiens,HB154/China/2011,China,L,JQ733560,3378,8/4/2011,Homo sapiens,China,M,JQ733562,1744,40759,Homo sapiens,China,S
JQ733564,6368,8/5/2011,Homo sapiens,HB155/China/2011,China,L,JQ733563,3378,8/5/2011,Homo sapiens,China,M,JQ733565,1744,40760,Homo sapiens,China,S
JQ733567,6368,8/5/2011,Homo sapiens,HB156/China/2011,China,L,JQ733566,3378,8/5/2011,Homo sapiens,China,M,JQ733568,1744,40760,Homo sapiens,China,S
MT114232,6368,6/2/2011,Homo sapiens,HB2011-004,China: Hubei,L,MT114246,3378,6/2/2011,Homo sapiens,China: Hubei,M,MT114276,1746,40696,Homo sapiens,China: Hubei,S
MT114233,6368,6/2/2011,Homo sapiens,HB2011-071,China: Hubei,L,MT114247,3378,6/2/2011,Homo sapiens,China: Hubei,M,MT114277,1746,40696,Homo sapiens,China: Hubei,S
MT114234,6368,9/29/2011,Homo sapiens,HB2011-137,China: Hubei,L,MT114248,3378,9/29/2011,Homo sapiens,China: Hubei,M,MT114278,1746,40815,Homo sapiens,China: Hubei,S
MT114235,6368,6/8/2012,Homo sapiens,HB2012-171,China: Hubei,L,MT114249,3378,6/8/2012,Homo sapiens,China: Hubei,M,MT114279,1746,41068,Homo sapiens,China: Hubei,S
MT114236,6368,6/18/2012,Homo sapiens,HB2012-175,China: Hubei,L,MT114250,3378,6/18/2012,Homo sapiens,China: Hubei,M,MT114280,1746,41078,Homo sapiens,China: Hubei,S
MT114237,6368,6/28/2011,Homo sapiens,HB2012-177,China: Hubei,L,MT114251,3378,6/28/2011,Homo sapiens,China: Hubei,M,MT114281,1746,40722,Homo sapiens,China: Hubei,S
MT114238,6368,6/28/2012,Homo sapiens,HB2012-179,China: Hubei,L,MT114252,3378,6/28/2012,Homo sapiens,China: Hubei,M,MT114282,1746,41088,Homo sapiens,China: Hubei,S
MT114239,6368,7/3/2012,Homo sapiens,HB2012-182,China: Hubei,L,MT114253,3378,7/3/2012,Homo sapiens,China: Hubei,M,MT114283,1746,41093,Homo sapiens,China: Hubei,S
MT114240,6368,7/13/2012,Homo sapiens,HB2012-193,China: Hubei,L,MT114254,3378,7/13/2012,Homo sapiens,China: Hubei,M,MT114284,1746,41103,Homo sapiens,China: Hubei,S
MT114241,6368,7/5/2012,Homo sapiens,HB2012-196,China: Hubei,L,MT114255,3378,7/5/2012,Homo sapiens,China: Hubei,M,MT114285,1746,41095,Homo sapiens,China: Hubei,S
MT114242,6368,7/30/2012,Homo sapiens,HB2012-197,China: Hubei,L,MT114256,3378,7/30/2012,Homo sapiens,China: Hubei,M,MT114286,1746,41120,Homo sapiens,China: Hubei,S
MT114244,6368,6/19/2013,Homo sapiens,HB2013-048,China: Hubei,L,MT114258,3378,6/19/2013,Homo sapiens,China: Hubei,M,MT114288,1746,41444,Homo sapiens,China: Hubei,S
MT114243,6368,6/21/2013,Homo sapiens,HB2013-050,China: Hubei,L,MT114257,3378,6/21/2013,Homo sapiens,China: Hubei,M,MT114287,1746,41446,Homo sapiens,China: Hubei,S
MT114245,6368,5/18/2014,Homo sapiens,HB2014-013,China: Hubei,L,MT114259,3378,5/18/2014,Homo sapiens,China: Hubei,M,MT114289,1746,41777,Homo sapiens,China: Hubei,S
KU524075,6368,4/18/2014,Homo sapiens,HB2014-04,"China: Hubei, Huanggang, Hong'an",L,KR080475,3378,5/19/2014,Homo sapiens,"China: Hubei, Huanggang,Hong'an",M,KP984502,1746,41747,Homo sapiens,"China: Hubei,Huanggang,Hong'an",S
KU529304,6368,5/19/2014,Homo sapiens,HB2014-08,"China: Hubei, Shuizhou, Guangshui",L,KY933682,3378,5/13/2014,Homo sapiens,"China: Hubei, Shuizhou, Guangshui",M,KU738905,1744,41772,Homo sapiens,"China: Hubei, Shuizhou, Guangshui",S
KY933695,6368,5/15/2015,Homo sapiens,HB2014-10,"China: Hubei, Shuizhou, zhengdu",L,KY933683,3378,5/15/2015,Homo sapiens,"China: Hubei, Shuizhou, zhengdu",M,KU738906,1744,42139,Homo sapiens,"China: Hubei, Shuizhou, zhengdu",S
KY933696,6368,5/19/2014,Homo sapiens,HB2014-12,"China: Hubei, Huanggang, Hong'an",L,KY965128,3378,5/19/2014,Homo sapiens,"China: Hubei, Huanggang, Hong'an",M,KU738907,1744,41778,Homo sapiens,"China: Hubei, Huanggang, Hong'an",S
KY933697,6368,5/27/2014,Homo sapiens,HB2014-13,"China: Hubei, Huanggang, xishui",L,KY933684,3378,5/27/2014,Homo sapiens,"China: Hubei, Huanggang, xishui",M,KU738908,1744,41786,Homo sapiens,"China: Hubei, Huanggang, xishui",S
KY933698,6368,5/14/2014,Homo sapiens,HB2014-15,"China: Hubei, Shiyan, Maojian",L,KY933685,3378,5/14/2014,Homo sapiens,"China: Hubei, Shiyan, Maojian",M,KU738909,1744,41773,Homo sapiens,"China: Hubei, Shiyan, Maojian",S
KY933699,6368,6/20/2014,Homo sapiens,HB2014-20,"China: Hubei, Wuhan",L,KY933686,3378,6/20/2014,Homo sapiens,"China: Hubei, Wuhan",M,KU738910,1744,41810,Homo sapiens,"China: Hubei, Wuhan",S
